module_label,module_init_entry,factory,impl_entry,codevar,line,flags,name_symbol,qual_symbol,varnames_symbol,arg_count,factory_c_line,qualname_hint
workers.fishing.trigger_monitor,23e843640,FUN_23e93e1e0,FUN_23e8a0eb0,_DAT_23eede448,294,3,_DAT_23eedc2e8,_DAT_23eedc720,_DAT_23eedc7b8,uVar8,1435,
workers.fishing.trigger_monitor,23e843640,FUN_23e93e1e0,FUN_23e8a2490,_DAT_23eede438,319,3,_DAT_23eedc2f8,_DAT_23eedc728,_DAT_23eedc7b8,uVar8,1473,
workers.fishing.trigger_monitor,23e843640,FUN_23e93e1e0,FUN_23e83c3f0,_DAT_23eede428,339,3,_DAT_23eedc550,_DAT_23eedc730,_DAT_23eedc7e8,2,1511,
workers.fishing.trigger_monitor,23e843640,FUN_23e93df40,FUN_23e83d2f0,_DAT_23eede418,363,3,_DAT_23eedc488,_DAT_23eedc370,_DAT_23eedc7c0,uVar8,1563,
workers.fishing.trigger_monitor,23e843640,FUN_23e93df40,FUN_23e8a3670,_DAT_23eede408,375,3,_DAT_23eedc558,_DAT_23eedc418,_DAT_23eedc7d0,uVar8,1567,
workers.fishing.trigger_monitor,23e843640,FUN_23e93df40,FUN_23e83de30,_DAT_23eede3f8,418,3,_DAT_23eedc748,0,_DAT_23eedc7e0,uVar20&0xffffffff00000000,1570,
workers.fishing.window_activator,23e8549f0,FUN_23e93e480,FUN_23e846e80,uVar6,44,3,_DAT_23eedbdd0,_DAT_23eedbe38,_DAT_23eedbea8,uVar22,433,
workers.fishing.window_activator,23e8549f0,FUN_23e93e480,FUN_23e846e80,uVar6,,,_DAT_23eedbdd0,_DAT_23eedbe38,,,457,
workers.fishing.window_activator,23e8549f0,FUN_23e93e480,FUN_23e848360,uVar6,69,3,_DAT_23eedbde8,_DAT_23eedbe50,_DAT_23eedbe90,2,496,
workers.fishing.window_activator,23e8549f0,FUN_23e93e480,FUN_23e848360,uVar6,,,_DAT_23eedbde8,_DAT_23eedbe50,,,519,
workers.fishing.window_activator,23e8549f0,FUN_23e93e1e0,FUN_23e854310,_DAT_23eede338,249,3,_DAT_23eedbe58,_DAT_23eedbe60,_DAT_23eedbeb0,uVar22&0xffffffff00000000,568,
workers.fishing.window_activator,23e8549f0,FUN_23e93e1e0,FUN_23e854310,_DAT_23eede338,,,_DAT_23eedbe58,_DAT_23eedbe60,,,589,
workers.fishing.window_capture,23e85df00,FUN_23e93e480,LAB_23e8566e0,DAT_23eede300,20,3,DAT_23ed6cdb0,_DAT_23eedba28,_DAT_23eedbb28,2,512,
workers.fishing.window_capture,23e85df00,FUN_23e93e1e0,FUN_23e856d00,_DAT_23eede2f0,26,3,_DAT_23eedba38,_DAT_23eedba40,_DAT_23eedbb60,1,521,
workers.fishing.window_capture,23e85df00,FUN_23e93e1e0,FUN_23e858b40,DAT_23eede2c0,52,3,_DAT_23eedba50,_DAT_23eedba58,_DAT_23eedbb68,1,531,
workers.fishing.window_capture,23e85df00,FUN_23e93e1e0,FUN_23e8a9110,DAT_23eede2b0,59,3,_DAT_23eedba70,_DAT_23eedba78,_DAT_23eedbb48,1,655,
workers.fishing.window_capture,23e85df00,FUN_23e93e1e0,FUN_23e859850,DAT_23eede298,96,3,DAT_23eedb938,_DAT_23eedba88,_DAT_23eedbb30,3,690,
workers.fishing.window_capture,23e85df00,FUN_23e93e480,FUN_23e85a8f0,DAT_23eede288,104,3,_DAT_23eedbaa0,_DAT_23eedbaa8,_DAT_23eedbb50,4,703,
workers.fishing.window_capture,23e85df00,FUN_23e93e1e0,FUN_23e85bc50,_DAT_23eede278,121,3,_DAT_23eedbab8,_DAT_23eedbac0,_DAT_23eedbb58,3,713,
workers.fishing.window_capture,23e85df00,FUN_23e93e1e0,FUN_23e85cf40,_DAT_23eede268,137,3,_DAT_23eedbad0,_DAT_23eedbad8,_DAT_23eedbb70,2,723,
workers.fishing.window_capture,23e85df00,FUN_23e93e1e0,FUN_23e85d480,_DAT_23eede258,142,3,_DAT_23eedbae0,_DAT_23eedbae8,_DAT_23eedbb70,2,733,
workers.fishing.window_capture,23e85df00,FUN_23e93e1e0,FUN_23e85d9c0,_DAT_23eede248,147,3,_DAT_23eedbaf0,_DAT_23eedbaf8,_DAT_23eedbb70,2,743,
workers.fishing.window_capture,23e85df00,FUN_23e93e1e0,FUN_23e86bd20,_DAT_23eede238,152,3,_DAT_23eedbb00,_DAT_23eedbb08,_DAT_23eedbb70,1,752,
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e71f6d0,,,,,,,,,FishingBot
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e71fc80,,,,,,,,,FishingBot.__init__
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e723410,,,,,,,,,FishingBot.reload_settings
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e723fb0,,,,,,,,,FishingBot.start
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e725c90,,,,,,,,,FishingBot.stop
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e726bf0,,,,,,,,,FishingBot._monitor_loop
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e7280f0,,,,,,,,,FishingBot._get_triggers
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e7491b0,,,,,,,,,FishingBot._is_trigger_active
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e749a20,,,,,,,,,FishingBot._brain_loop
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e74bd70,,,,,,,,,FishingBot._run_casting_module
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e750d60,,,,,,,,,FishingBot._run_hooking_module
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e7528d0,,,,,,,,,FishingBot._run_reeling_module
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e754cd0,,,,,,,,,FishingBot._do_casting
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e7582c0,,,,,,,,,FishingBot._do_hooking
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e75b480,,,,,,,,,FishingBot._do_fish_catch
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e75c120,,,,,,,,,FishingBot._handle_pending_tasks
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e75d510,,,,,,,,,FishingBot._do_combined_inventory_tasks
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e75dc10,,,,,,,,,FishingBot._do_meal_actions
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e7610e0,,,,,,,,,FishingBot._do_backpack_actions
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e764e30,,,,,,,,,FishingBot._do_meal_routine
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e769800,,,,,,,,,FishingBot._do_store_backpack_routine
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e769f00,,,,,,,,,FishingBot._do_garbage
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e76e6f0,,,,,,,,,FishingBot._do_change_bait
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e76edf0,,,,,,,,,FishingBot._do_store_trunk
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e7724a0,,,,,,,,,FishingBot._do_exit_fishing_on_pereves
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e773110,,,,,,,,,FishingBot._wait_for_start_phase
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e778710,,,,,,,,,FishingBot._exit_fishing
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e7790f0,,,,,,,,,FishingBot._open_inventory
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e779790,,,,,,,,,FishingBot._return_to_fishing
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e779ca0,,,,,,,,,FishingBot._try_recover
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e77a2d0,,,,,,,,,FishingBot._sleep
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e77ae10,,,,,,,,,FishingBot._load_fish_names
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e77e4b0,,,,,,,,,FishingBot._get_fish_name_ru
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e77e960,,,,,,,,,FishingBot._log
workers.fishing.fishing_bot,23e780c30,INFERRED_ADDRESS_RANGE,FUN_23e77f390,,,,,,,,,FishingBot._capture_screenshot_bytes
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e7fea70,,,,,,,,,MemoryReelingTracker.__init__
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e7ffd30,,,,,,,,,MemoryReelingTracker._log
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e800240,,,,,,,,,MemoryReelingTracker.start
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e801b80,,,,,,,,,MemoryReelingTracker.stop
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e8026b0,,,,,,,,,MemoryReelingTracker.step
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e80a550,,,,,,,,,MemoryReelingTracker._hold_key
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e80ab40,,,,,,,,,MemoryReelingTracker._release_key
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e80b5c0,,,,,,,,,MemoryReelingTracker._get_pid
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e80bb70,,,,,,,,,MemoryReelingTracker._read
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e80c310,,,,,,,,,MemoryReelingTracker._u64
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e80c8c0,,,,,,,,,MemoryReelingTracker._f32
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e80db10,,,,,,,,,MemoryReelingTracker._i32
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e80dff0,,,,,,,,,MemoryReelingTracker._read_pos
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e810950,,,,,,,,,MemoryReelingTracker._is_ptr
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e8116a0,,,,,,,,,MemoryReelingTracker._get_modules
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e812d00,,,,,,,,,MemoryReelingTracker._pattern_scan
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e813650,,,,,,,,,MemoryReelingTracker._find_cped
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e8186f0,,,,,,,,,MemoryReelingTracker._find_replay_interface_global
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e818f10,,,,,,,,,MemoryReelingTracker._read_entity_hash
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e81ccf0,,,,,,,,,MemoryReelingTracker._find_fish_addr_replay
workers.fishing.memory_reeling,23e81e380,INFERRED_ADDRESS_RANGE,FUN_23e81da40,,,,,,,,,MemoryReelingTracker._read_player_right_vec
